ean	record_status	qhr	bnc_peer_oh	bnc_peer_oo	bnc_peer_asp	bnc_peer_stores	bnc_all_asp	bs_sales_4week	bnc_peer_sales_4week	bnc_all_sales_4week	bnc_all_sales_total	sortby	timestamp
9780755320882	A		1	0	0.00	1	0.00	0	0	0	29836	1	201304072316
9780755327720	A		1	0	0.00	1	0.00	0	0	0	209	1	201304072316
9780755346752	A		0	1	0.00	1	0.00	0	0	0	60	1	201304072316
9780755354009	A		3	0	0.00	3	0.00	0	0	41	1512	3	201304072316
9780755356942	A		5	0	0.00	3	15.20	0	0	12	607	5	201304072316
9780755356966	A		5	0	0.00	5	23.49	0	0	23	848	5	201304072316
9780755356973	A		12	0	0.00	7	14.99	0	4	41	41	16	201304072316
9780755360284	A		6	0	0.00	4	19.64	0	1	16	13822	7	201304072316
9780755363193	A		22	0	0.00	6	19.55	0	3	14	900	25	201304072316
9780755377480	A		4	1	0.00	3	15.46	0	1	22	702	6	201304072316
9780755379309	A		11	2	14.39	7	15.14	0	5	246	13886	18	201304072316
9780755379538	A		6	0	0.00	6	15.37	0	0	55	5549	6	201304072316
9780755392100	A		18	8	21.24	8	23.93	0	4	125	1050	30	201304072316
9780755395392	A		0	27	0.00	6	0.00	0	0	0	0	27	201304072316
9780756404741	A		17	0	9.99	8	9.63	1	8	413	33872	25	201304072316
9780756407124	A		14	0	20.00	7	19.38	1	7	455	9543	21	201304072316
9780756407650	A		6	0	0.00	3	9.55	0	0	49	610	6	201304072316
9780756407919	A		9	48	0.00	5	10.99	0	0	1	1	57	201304072316
9780756602314	A		1	0	0.00	1	18.22	1	1	28	2747	2	201304072316
9780756602796	A		5	1	0.00	4	6.74	0	3	20	4006	9	201304072316
9780756602802	A		3	0	6.30	3	6.52	2	5	28	6630	8	201304072316
9780756605643	A		1	0	7.19	1	7.19	2	2	2	11	3	201304072316
9780756609313	A		2	0	0.00	1	0.00	0	0	0	1147	2	201304072316
9780756609757	A		3	0	7.99	3	7.99	1	3	5	1445	6	201304072316
9780756611576	A		3	0	0.00	3	4.80	0	1	44	12623	4	201304072316
9780756612979	A		3	0	15.25	4	15.70	2	1	3	739	4	201304072316
9780756613709	A		2	0	0.00	1	17.59	0	0	3	646	2	201304072316
9780756613846	A		4	0	0.00	2	18.78	0	0	21	3070	4	201304072316
9780756614607	A		3	0	0.00	2	7.90	0	0	13	565	3	201304072316
9780756617233	A		1	0	24.00	1	23.68	2	2	8	5901	3	201304072316
9780756618070	A		5	1	0.00	5	7.65	0	1	13	2007	7	201304072316
9780756619183	A		4	2	9.32	3	9.39	1	9	88	5480	15	201304072316
9780756619725	A		2	0	0.00	2	23.68	0	0	48	8950	2	201304072316
9780756620028	A		2	0	0.00	1	0.00	0	0	0	501	2	201304072316
9780756629052	A		6	0	12.60	4	13.68	0	1	54	11151	7	201304072316
9780756631123	A		2	0	4.99	2	4.67	0	2	42	14458	4	201304072316
9780756632748	A		4	0	0.00	3	4.83	0	0	40	13879	4	201304072316
9780756633325	A		1	0	0.00	1	29.06	0	0	18	3523	1	201304072316
9780756634421	A		1	0	0.00	1	16.58	1	1	22	2693	2	201304072316
9780756634964	A		1	0	0.00	1	4.68	0	0	28	5503	1	201304072316
9780756635244	A		1	0	0.00	1	0.00	0	0	0	893	1	201304072316
9780756637606	A		2	0	0.00	2	7.81	0	0	3	2830	2	201304072316
9780756637781	A		5	0	0.00	4	18.60	0	1	41	3330	6	201304072316
9780756638436	A		2	0	0.00	2	27.99	0	0	1	2079	2	201304072316
9780756639747	A		1	0	0.00	1	37.58	0	0	17	3600	1	201304072316
9780756639822	A		2	0	0.00	2	27.34	0	0	14	3177	2	201304072316
9780756640217	A		1	1	0.00	1	27.37	0	0	11	2543	2	201304072316
9780756640316	A		3	0	0.00	3	4.69	0	0	50	13350	3	201304072316
9780756640835	A		3	2	0.00	4	4.81	1	3	115	17240	8	201304072316
9780756643003	A		3	0	0.00	3	6.87	0	0	21	2226	3	201304072316
9780756643065	A		2	0	0.00	2	45.75	0	0	22	1436	2	201304072316
9780756644451	A		1	0	0.00	1	14.69	0	0	12	1139	1	201304072316
9780756644598	A		1	0	0.00	1	0.00	0	0	2	1523	1	201304072316
9780756645144	A		4	0	0.00	3	4.80	1	0	27	9213	4	201304072316
9780756645182	A		2	0	0.00	2	4.77	0	0	173	20807	2	201304072316
9780756645298	A		2	0	0.00	2	4.24	0	0	9	4166	2	201304072316
9780756652340	A		1	1	0.00	2	0.00	0	1	1	963	3	201304072316
9780756653927	A		4	0	0.00	4	4.78	0	0	34	2479	4	201304072316
9780756653941	A		1	0	0.00	1	4.88	0	0	31	2020	1	201304072316
9780756654429	A		2	0	0.00	2	27.27	0	0	22	2316	2	201304072316
9780756654504	A		2	0	0.00	2	38.71	0	0	16	2132	2	201304072316
9780756655297	A		6	0	22.50	6	19.82	0	5	311	39419	11	201304072316
9780756655303	A		2	0	0.00	2	43.33	0	0	81	10346	2	201304072316
9780756655419	A		1	0	0.00	1	23.49	0	0	1	376	1	201304072316
9780756655808	A		4	0	0.00	3	21.39	0	2	65	3406	6	201304072316
9780756657222	A		1	0	0.00	1	25.67	0	0	13	1195	1	201304072316
9780756657307	A		0	0	0.00	0	21.71	0	0	9	2286	0	201304072316
9780756657901	A		1	0	0.00	1	20.34	0	0	27	3528	1	201304072316
9780756657994	A		2	0	0.00	2	20.72	0	0	11	1328	2	201304072316
9780756658373	A		2	1	0.00	3	0.00	0	0	0	1374	3	201304072316
9780756658694	A		3	0	0.00	3	20.54	0	0	3	988	3	201304072316
9780756658984	A		1	0	0.00	1	0.00	0	0	0	340	1	201304072316
9780756659158	A		2	0	0.00	2	22.16	0	0	16	4536	2	201304072316
9780756659172	A		2	0	0.00	2	22.16	0	0	11	7124	2	201304072316
9780756659844	A		3	1	0.00	3	11.74	1	1	123	17360	5	201304072316
9780756662936	A		1	0	0.00	1	22.74	0	0	8	2935	1	201304072316
9780756663087	A		5	0	0.00	3	18.40	0	0	55	12629	5	201304072316
9780756663100	A		5	2	0.00	5	25.58	1	3	189	16185	10	201304072316
9780756663117	A		7	2	32.99	5	26.18	-1	3	174	42999	12	201304072316
9780756663186	A		2	0	0.00	2	22.48	0	0	4	1199	2	201304072316
9780756663209	A		3	0	0.00	3	32.59	0	0	36	2252	3	201304072316
9780756664299	A		3	0	0.00	2	31.66	0	0	17	2474	3	201304072316
9780756665319	A		1	0	0.00	1	27.78	0	0	9	1163	1	201304072316
9780756665418	A		2	0	0.00	2	27.64	0	0	13	2023	2	201304072316
9780756665999	A		1	0	0.00	1	0.00	0	0	0	314	1	201304072316
9780756666934	A		9	1	25.19	6	21.80	0	8	261	12137	18	201304072316
9780756667283	A		1	0	0.00	1	0.00	0	0	0	233	1	201304072316
9780756667337	A		2	0	0.00	2	53.18	0	0	29	12367	2	201304072316
9780756667399	A		2	0	0.00	2	0.00	0	0	0	1404	2	201304072316
9780756667412	A		2	0	0.00	2	28.67	0	1	6	622	3	201304072316
9780756668204	A		3	0	25.20	3	27.26	0	1	36	2108	4	201304072316
9780756668617	A		10	0	25.90	7	27.20	1	6	115	4616	16	201304072316
9780756668815	A		3	0	0.00	3	0.00	0	0	2	833	3	201304072316
9780756669263	A		4	0	0.00	3	29.70	0	0	24	2645	4	201304072316
9780756669416	A		2	0	0.00	2	15.24	0	0	3	2817	2	201304072316
9780756669539	A		4	0	24.75	4	26.13	0	1	20	1208	5	201304072316
9780756670085	A		4	0	0.00	4	0.00	0	1	19	1150	5	201304072316
9780756670184	A		5	0	0.00	4	32.68	1	1	13	757	6	201304072316
9780756670214	A		2	4	0.00	5	0.00	0	0	0	1028	6	201304072316
9780756671822	A		1	0	0.00	1	17.60	0	0	1	1112	1	201304072316
9780756671839	A		1	0	0.00	1	0.00	0	0	1	342	1	201304072316
9780756672232	A		3	0	0.00	3	0.00	0	0	10	1212	3	201304072316
9780756672805	A		4	1	0.00	4	26.60	0	1	54	1114	6	201304072316
9780756672812	A		2	0	29.70	3	26.55	0	1	42	1226	3	201304072316
9780756675042	A		2	0	0.00	1	13.68	0	1	6	1082	3	201304072316
9780756682163	A		5	0	0.00	4	27.35	0	0	51	1277	5	201304072316
9780756682576	A		8	0	22.50	5	20.23	0	1	56	13921	9	201304072316
9780756682583	A		5	0	0.00	4	10.83	0	0	72	14311	5	201304072316
9780756682767	A		2	0	31.89	5	25.70	1	4	307	14114	6	201304072316
9780756684044	A		10	0	33.00	8	26.24	1	2	122	1754	12	201304072316
9780756684051	A		7	0	29.70	6	26.94	0	3	216	2769	10	201304072316
9780756684068	A		7	0	0.00	5	25.99	0	3	28	432	10	201304072316
9780756684075	A		6	0	28.00	5	22.38	0	3	177	1805	9	201304072316
9780756684082	A		8	0	28.00	6	22.48	0	4	159	2554	12	201304072316
9780756684112	A		4	5	0.00	8	22.49	0	1	184	1264	10	201304072316
9780756684143	A		5	0	0.00	5	25.89	0	1	106	1261	6	201304072316
9780756684150	A		4	0	28.00	5	22.74	1	3	96	1216	7	201304072316
9780756684198	A		3	1	0.00	4	22.18	1	2	71	844	6	201304072316
9780756684204	A		6	0	28.00	6	21.96	0	2	126	1043	8	201304072316
9780756684273	A		9	0	0.00	7	25.85	0	2	98	909	11	201304072316
9780756684303	A		7	1	0.00	7	32.58	0	1	64	780	9	201304072316
9780756684334	A		8	2	0.00	7	22.09	0	3	122	1104	13	201304072316
9780756684488	A		9	0	0.00	6	12.60	0	1	77	1044	10	201304072316
9780756684525	A		4	4	0.00	5	16.00	1	4	38	2984	12	201304072316
9780756684549	A		6	2	15.00	7	12.24	1	5	88	1208	13	201304072316
9780756684556	A		6	0	0.00	5	15.45	0	1	34	607	7	201304072316
9780756684617	A		8	0	0.00	6	13.16	0	0	87	1156	8	201304072316
9780756685584	A		7	0	33.00	7	27.50	0	4	204	1318	11	201304072316
9780756685591	A		6	2	0.00	7	31.77	0	2	53	588	10	201304072316
9780756685621	A		8	0	28.00	8	27.07	0	1	39	538	9	201304072316
9780756685652	A		6	1	0.00	6	27.15	1	3	63	806	10	201304072316
9780756686055	A		7	0	0.00	5	27.99	0	1	10	736	8	201304072316
9780756686062	A		10	2	27.99	6	22.19	0	4	481	27487	16	201304072316
9780756686079	A		2	0	0.00	2	20.65	0	0	7	506	2	201304072316
9780756686796	A		3	0	0.00	3	37.13	0	1	16	3692	4	201304072316
9780756686970	A		7	0	20.99	6	16.88	0	4	520	41601	11	201304072316
9780756688660	A		5	0	0.00	4	4.72	0	0	41	2061	5	201304072316
9780756688707	A		5	0	0.00	4	22.96	0	0	47	4607	5	201304072316
9780756689032	A		4	0	13.99	4	13.49	0	1	23	1530	5	201304072316
9780756689551	A		5	0	0.00	4	22.12	0	1	49	1341	6	201304072316
9780756689698	A		4	0	0.00	4	38.47	0	0	32	815	4	201304072316
9780756689834	A		3	0	0.00	3	23.47	0	0	9	546	3	201304072316
9780756689841	A		11	0	16.95	7	16.58	1	2	137	2266	13	201304072316
9780756689919	A		2	0	0.00	2	7.96	0	1	43	1731	3	201304072316
9780756689957	A		2	0	0.00	2	19.35	0	0	6	863	2	201304072316
9780756689964	A		2	0	12.60	3	13.30	0	1	6	5431	3	201304072316
9780756690083	A		4	0	4.99	3	4.81	0	1	58	2152	5	201304072316
9780756690250	A		7	0	0.00	5	26.92	0	0	33	2695	7	201304072316
9780756690380	A		4	0	0.00	4	18.88	0	0	40	1610	4	201304072316
9780756690496	A		8	4	13.99	6	11.23	1	2	465	13868	14	201304072316
9780756690533	A		6	1	0.00	6	16.57	0	5	78	2294	12	201304072316
9780756690540	A		8	0	0.00	5	21.50	0	0	41	892	8	201304072316
9780756691592	A		5	0	45.00	4	43.93	0	2	138	6927	7	201304072316
9780756691714	A		5	2	19.99	5	18.58	1	4	33	1178	11	201304072316
9780756692360	A		8	0	0.00	6	44.74	0	0	25	2861	8	201304072316
9780756692421	A		3	2	27.95	6	27.40	1	3	87	1904	8	201304072316
9780756692575	A		8	0	20.99	5	16.71	0	1	124	7532	9	201304072316
9780756692650	A		2	0	0.00	2	21.95	0	0	26	708	2	201304072316
9780756692681	A		5	0	0.00	5	17.56	0	0	6	4355	5	201304072316
9780756692728	A		6	0	0.00	6	16.72	0	0	22	223	6	201304072316
9780756694739	A		5	0	0.00	4	25.75	0	0	45	45	5	201304072316
9780756694807	A		3	0	31.35	3	24.39	1	2	71	71	5	201304072316
9780756694876	A		3	0	28.00	4	21.94	0	1	54	54	4	201304072316
9780756694937	A		3	0	0.00	3	24.63	0	0	69	69	3	201304072316
9780756695927	A		2	0	25.20	3	25.32	0	1	93	116	3	201304072316
9780756696351	A		4	0	15.00	3	14.23	1	1	128	164	5	201304072316
9780756696535	A		4	0	0.00	3	11.56	0	0	107	107	4	201304072316
9780756696566	A		6	2	0.00	5	11.83	0	2	110	110	10	201304072316
9780756696573	A		5	0	0.00	3	11.91	0	0	112	112	5	201304072316
9780756697877	A		15	0	21.60	7	18.86	0	4	562	10419	19	201304072316
9780756697938	A		6	0	27.99	6	26.88	0	1	52	623	7	201304072316
9780756697969	A		5	1	17.99	6	16.90	0	3	29	619	9	201304072316
9780756698010	A		8	0	0.00	7	20.93	0	0	67	752	8	201304072316
9780756698270	A		6	1	25.20	6	27.16	1	2	100	1568	9	201304072316
9780756698294	A		9	0	0.00	7	25.56	0	1	54	859	10	201304072316
9780756698317	A		6	0	11.66	5	12.13	0	1	20	221	7	201304072316
9780756698324	A		7	1	19.95	5	19.95	1	1	2	47	9	201304072316
9780756698331	A		6	0	0.00	5	43.51	0	0	22	979	6	201304072316
9780756698379	A		6	1	0.00	4	53.86	0	0	23	3243	7	201304072316
9780756698447	A		7	0	0.00	4	21.66	0	0	21	785	7	201304072316
9780757002809	A		3	0	0.00	2	9.76	0	1	39	4539	4	201304072316
9780757003424	A		3	0	0.00	3	21.70	0	0	5	47	3	201304072316
9780757300639	A		1	0	0.00	1	0.00	0	0	0	111	1	201304072316
9780757302251	A		1	0	0.00	1	0.00	0	0	0	282	1	201304072316
9780757302664	A		2	0	23.45	3	24.03	0	3	108	6038	5	201304072316
9780757303234	A		6	0	0.00	4	17.98	0	0	25	3690	6	201304072316
9780757303265	A		1	0	0.00	1	0.00	0	0	0	177	1	201304072316
9780757313806	A		2	0	0.00	2	23.51	0	1	24	2107	3	201304072316
9780757314643	A		1	0	0.00	1	0.00	0	0	0	111	1	201304072316
9780757315275	A		0	0	0.00	0	0.00	1	0	0	79	1	201304072316
9780757315503	A		1	2	0.00	2	17.00	0	0	31	344	3	201304072316
9780757315954	A		1	0	0.00	1	0.00	0	0	0	13	1	201304072316
9780757316029	A		2	2	0.00	2	17.70	0	1	68	2045	5	201304072316
9780757316159	A		3	1	0.00	4	14.62	0	1	8	223	5	201304072316
9780757316173	A		4	0	0.00	3	11.65	0	0	9	124	4	201304072316
9780757316333	A		2	0	0.00	2	19.45	0	0	23	245	2	201304072316
9780757316425	A		1	0	0.00	1	0.00	0	0	0	108	1	201304072316
9780757317095	A		0	1	0.00	1	0.00	1	0	0	0	1	201304072316
9780757317200	A		3	0	14.36	2	14.36	1	1	1	1	4	201304072316
9780757317279	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9780757317378	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9780758250926	A		0	0	0.00	0	0.00	0	0	2	141	0	201304072316
9780759612365	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9780760316375	A		1	0	0.00	1	0.00	0	0	0	1	1	201304072316
9780760334942	A		0	0	0.00	0	0.00	0	0	1	265	0	201304072316
9780760340424	A		0	0	0.00	0	21.57	0	0	1	40	0	201304072316
9780761119753	A		13	4	8.95	7	8.75	1	10	520	48292	27	201304072316
9780761119760	A		7	0	0.00	4	8.60	0	1	100	12225	8	201304072316
9780761119975	A		1	0	0.00	1	0.00	0	0	0	198	1	201304072316
9780761128182	A		4	0	0.00	3	17.23	0	1	19	10032	5	201304072316
9780761128687	A		8	0	19.90	3	22.99	1	5	391	95331	13	201304072316
9780761129783	A		1	0	0.00	1	0.00	0	0	0	577	1	201304072316
9780761130666	A		4	0	8.51	4	8.63	2	4	68	19463	8	201304072316
9780761130673	A		9	5	8.95	7	8.64	0	7	399	50712	21	201304072316
9780761132417	A		7	0	0.00	6	17.59	0	0	28	1349	7	201304072316
9780761133193	A		1	0	0.00	1	0.00	0	0	0	11	1	201304072316
9780761135890	A		1	0	0.00	1	0.00	0	0	0	138	1	201304072316
9780761138006	A		1	0	0.00	1	0.00	0	0	0	1747	1	201304072316
9780761138334	A		1	0	0.00	1	0.00	0	0	0	615	1	201304072316
9780761139850	A		4	0	0.00	3	0.00	0	0	10	7733	4	201304072316
9780761142188	A		1	0	0.00	1	0.00	0	0	0	78	1	201304072316
9780761143116	A		0	0	11.95	1	11.84	1	1	10	1715	1	201304072316
9780761143697	A		1	0	0.00	1	0.00	0	0	0	698	1	201304072316
9780761143864	A		1	0	0.00	1	13.80	0	0	12	2554	1	201304072316
9780761145974	A		3	0	0.00	3	24.67	0	2	17	7426	5	201304072316
9780761147084	A		10	1	10.75	7	11.63	1	4	234	26850	15	201304072316
9780761147213	A		2	0	0.00	2	10.56	0	0	7	882	2	201304072316
9780761147633	A		6	0	0.00	4	15.51	0	1	21	36711	7	201304072316
9780761147732	A		16	0	15.45	7	15.32	1	4	572	34569	20	201304072316
9780761147749	A		16	0	15.95	7	15.33	1	6	584	33037	22	201304072316
9780761148005	A		1	0	0.00	1	9.47	0	0	330	624	1	201304072316
9780761148579	A		50	0	16.95	8	18.48	0	12	1640	143456	62	201304072316
9780761149149	A		1	0	0.00	1	16.09	0	0	32	7082	1	201304072316
9780761151128	A		8	0	13.45	4	14.15	0	3	25	17997	11	201304072316
9780761151272	A		6	1	0.00	4	13.45	0	1	6	17047	8	201304072316
9780761152125	A		14	3	19.12	8	20.74	0	9	639	57334	26	201304072316
9780761152149	A		1	4	0.00	2	0.00	0	0	0	12528	5	201304072316
9780761154792	A		10	0	0.00	5	0.00	0	0	0	38	10	201304072316
9780761156161	A		3	0	0.00	3	0.00	0	0	1	129	3	201304072316
9780761156697	A		9	3	0.00	8	24.48	0	0	55	61	12	201304072316
9780761156864	A		10	0	0.00	7	21.90	0	0	135	7334	10	201304072316
9780761157281	A		10	0	0.00	6	15.22	0	3	130	4418	13	201304072316
9780761158424	A		2	0	0.00	2	17.56	0	0	5	598	2	201304072316
9780761158431	A		1	0	0.00	1	0.00	0	0	0	637	1	201304072316
9780761158547	A		1	0	0.00	1	0.00	0	0	0	242	1	201304072316
9780761158592	A		0	0	0.00	0	5.86	1	1	14	484	1	201304072316
9780761158820	A		2	0	0.00	2	0.00	0	1	10	1470	3	201304072316
9780761158950	A		2	0	0.00	2	12.78	0	0	19	949	2	201304072316
9780761159131	A		20	2	16.95	7	16.55	0	8	94	10777	30	201304072316
9780761159254	A		2	0	17.00	3	18.03	1	4	45	3111	6	201304072316
9780761161707	A		4	0	0.00	3	10.50	0	1	14	1943	5	201304072316
9780761161738	A		2	0	0.00	2	11.76	0	0	13	2868	2	201304072316
9780761163237	A		3	0	0.00	3	16.38	0	0	23	988	3	201304072316
9780761163732	A		6	3	0.00	5	16.15	0	0	1	719	9	201304072316
9780761163749	A		5	0	0.00	2	12.34	1	1	46	881	6	201304072316
9780761163800	A		17	0	26.06	8	28.13	0	3	129	8719	20	201304072316
9780761165767	A		3	0	0.00	1	0.00	0	0	0	21	3	201304072316
9780761165828	A		0	6	0.00	4	0.00	0	0	0	0	6	201304072316
9780761165910	A		3	0	0.00	2	0.00	0	0	4	755	3	201304072316
9780761165996	A		7	0	0.00	3	0.00	0	0	1	10	7	201304072316
9780761168003	A		22	0	0.00	7	26.81	2	1	117	800	23	201304072316
9780761168782	A		2	3	0.00	3	17.55	0	1	11	227	6	201304072316
9780761168799	A		1	0	18.95	2	18.68	1	1	13	301	2	201304072316
9780761168829	A		11	0	0.00	5	0.00	1	2	7	584	13	201304072316
9780761168836	A		12	2	8.95	8	8.73	0	5	407	8669	19	201304072316
9780761168850	A		9	1	0.00	7	10.77	1	1	17	77	11	201304072316
9780761168942	A		1	0	0.00	1	16.77	0	0	3	381	1	201304072316
9780761169253	A		9	1	12.95	5	12.51	1	4	136	2716	14	201304072316
9780761169437	A		21	0	19.95	8	18.96	0	5	74	4826	26	201304072316
9780761170877	A		8	0	0.00	6	14.61	0	0	8	173	8	201304072316
9780761171478	A		0	13	0.00	5	0.00	0	0	0	0	13	201304072316
9780761171676	A		3	0	0.00	3	12.55	0	0	14	285	3	201304072316
9780761171683	A		1	0	0.00	1	20.02	0	0	45	1122	1	201304072316
9780761171959	A		6	0	0.00	5	17.48	0	0	25	2466	6	201304072316
9780761172949	A		0	6	0.00	4	0.00	0	0	0	0	6	201304072316
9780761174707	A		10	5	10.36	5	12.16	1	1	22	22	16	201304072316
9780761174820	A		0	20	0.00	8	0.00	0	0	0	0	20	201304072316
9780761174851	A		0	11	0.00	7	0.00	0	0	0	0	11	201304072316
9780761174936	A		0	5	0.00	3	0.00	0	0	0	0	5	201304072316
9780761175834	A		0	4	0.00	4	0.00	0	0	0	0	4	201304072316
9780761316480	A		5	0	9.20	2	9.20	1	1	1	207	6	201304072316
9780761317913	A		1	0	0.00	1	0.00	0	0	0	340	1	201304072316
9780761318453	A		1	0	0.00	1	0.00	0	0	0	21	1	201304072316
9780761357902	A		1	0	0.00	1	0.00	0	0	0	138	1	201304072316
9780761381143	A		2	0	0.00	2	0.00	0	0	0	141	2	201304072316
9780761459651	A		2	0	0.00	2	0.00	0	0	0	31	2	201304072316
9780761511700	A		1	0	0.00	1	0.00	0	0	0	145	1	201304072316
9780762105052	A		1	0	0.00	1	0.00	0	0	0	805	1	201304072316
9780762108206	A		1	0	0.00	1	0.00	0	0	0	82	1	201304072316
9780762108763	A		1	0	0.00	1	0.00	0	0	0	475	1	201304072316
9780762108954	A		0	0	0.00	0	0.00	0	0	0	66	0	201304072316
9780762403646	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9780762403691	A		1	3	0.00	2	0.00	0	0	1	427	4	201304072316
9780762407057	A		2	0	0.00	1	0.00	0	0	0	12	2	201304072316
9780762415991	A		1	0	0.00	1	0.00	0	0	0	134	1	201304072316
9780762417001	A		1	0	0.00	1	0.00	0	0	0	61	1	201304072316
9780762424931	A		3	2	0.00	3	14.61	0	1	227	98185	6	201304072316
9780762426294	A		4	0	0.00	2	4.94	0	0	15	2073	4	201304072316
9780762426508	A		1	0	0.00	1	0.00	0	0	0	277	1	201304072316
9780762430604	A		0	1	0.00	1	0.00	1	1	9	3835	2	201304072316
9780762435050	A		2	0	0.00	1	14.78	0	0	8	15409	2	201304072316
9780762435067	A		1	0	0.00	1	14.52	0	0	4	17428	1	201304072316
9780762436637	A		1	0	0.00	1	27.60	0	0	6	5186	1	201304072316
9780762438617	A		5	0	0.00	2	10.52	1	0	35	6398	5	201304072316
9780762440214	A		1	0	0.00	1	10.70	0	0	1	439	1	201304072316
9780762440634	A		6	0	0.00	4	0.00	1	2	5	471	8	201304072316
9780762440672	A		3	0	0.00	1	0.00	0	0	4	172	3	201304072316
9780762440733	A		1	0	0.00	1	0.00	0	0	0	131	1	201304072316
9780762442614	A		1	0	0.00	1	13.68	0	0	8	206	1	201304072316
9780762442621	A		7	0	0.00	5	36.21	0	0	3	147	7	201304072316
9780762443154	A		1	0	0.00	1	21.63	0	0	2	399	1	201304072316
9780762444144	A		7	0	0.00	5	14.78	0	1	16	566	8	201304072316
9780762445240	A		5	0	0.00	4	21.96	1	1	168	7692	6	201304072316
9780762446476	A		4	0	0.00	2	22.49	0	0	1	41	4	201304072316
9780762446650	A		5	0	0.00	4	21.55	0	0	42	358	5	201304072316
9780762447138	A		4	0	0.00	3	33.74	0	0	6	162	4	201304072316
9780762447213	A		13	13	0.00	8	18.30	3	3	335	426	29	201304072316
9780762447367	A		15	0	13.45	6	14.45	2	3	24	1399	18	201304072316
9780762447626	A		4	0	0.00	2	17.12	0	0	4	767	4	201304072316
9780762448487	A		0	1	0.00	1	0.00	0	0	0	0	1	201304072316
9780762449545	A		0	21	0.00	7	0.00	0	0	0	0	21	201304072316
9780762709533	A		1	0	0.00	1	0.00	0	0	0	0	1	201304072316
9780762736775	A		1	0	0.00	1	0.00	0	0	0	362	1	201304072316
9780762745630	A		2	1	0.00	2	0.00	0	1	1	141	4	201304072316
9780762755486	A		0	1	0.00	1	0.00	0	0	0	51	1	201304072316
9780762770625	A		0	1	0.00	1	0.00	0	1	2	187	2	201304072316
9780762770694	A		0	1	0.00	1	0.00	0	0	2	574	1	201304072316
9780762773701	A		18	2	0.00	8	26.23	0	2	98	337	22	201304072316
9780762777938	A		7	7	21.95	6	21.47	0	3	273	3412	17	201304072316
9780762779192	A		6	0	0.00	2	0.00	0	0	1	67	6	201304072316
9780762779871	A		2	1	0.00	2	0.00	0	0	0	17	3	201304072316
9780762779901	A		3	1	0.00	3	21.64	0	0	23	282	4	201304072316
9780762780389	A		1	1	0.00	2	0.00	0	0	0	35	2	201304072316
9780763603120	A		2	0	0.00	1	0.00	0	0	1	5476	2	201304072316
9780763609078	A		2	0	0.00	1	0.00	1	0	0	118	2	201304072316
9780763609085	A		3	0	0.00	3	4.75	2	3	6	295	6	201304072316
9780763610524	A		4	0	8.00	3	8.00	0	1	3	589	5	201304072316
9780763611996	A		1	0	0.00	1	0.00	0	0	0	20	1	201304072316
9780763613211	A		6	1	15.00	5	14.45	0	3	91	6494	10	201304072316
9780763615031	A		2	0	0.00	2	0.00	2	2	4	265	4	201304072316
9780763615765	A		12	0	0.00	7	7.70	0	5	234	29998	17	201304072316
9780763617103	A		7	0	6.40	3	7.20	0	3	7	804	10	201304072316
9780763618988	A		6	0	0.00	5	6.85	0	0	26	7257	6	201304072316
9780763619428	A		8	0	0.00	4	15.88	0	2	33	20030	10	201304072316
9780763619503	A		10	0	0.00	5	7.78	0	1	49	5340	11	201304072316
9780763619527	A		8	0	0.00	5	7.85	0	0	22	2529	8	201304072316
9780763619619	A		12	1	13.60	6	14.16	1	7	90	7131	20	201304072316
9780763619794	A		2	0	0.00	2	0.00	0	0	2	2616	2	201304072316
9780763619848	A		2	0	0.00	1	7.82	0	1	14	797	3	201304072316
9780763621575	A		3	0	0.00	2	0.00	0	0	6	1098	3	201304072316
9780763622930	A		0	0	0.00	0	0.00	0	0	0	615	0	201304072316
9780763623289	A		3	0	0.00	1	0.00	0	0	0	43	3	201304072316
9780763623296	A		6	0	0.00	4	23.44	0	3	44	109886	9	201304072316
9780763623449	A		11	0	0.00	5	14.68	1	4	66	8150	15	201304072316
9780763623456	A		12	3	0.00	8	14.03	0	6	54	1394	21	201304072316
9780763623555	A		1	0	0.00	1	0.00	0	0	0	275	1	201304072316
9780763625290	A		16	4	9.00	7	8.74	1	7	260	58690	27	201304072316
9780763625580	A		0	1	0.00	1	0.00	0	0	0	1072	1	201304072316
9780763625894	A		1	0	0.00	1	15.60	0	0	1	5271	1	201304072316
9780763626112	A		3	0	0.00	2	0.00	0	0	3	540	3	201304072316
9780763626389	A		4	0	18.40	3	21.66	0	1	49	24905	5	201304072316
9780763627881	A		3	0	6.65	4	6.81	0	2	59	9648	5	201304072316
9780763628079	A		1	0	0.00	1	18.61	0	0	1	2080	1	201304072316
9780763628918	A		0	1	6.00	2	5.83	0	1	168	19353	2	201304072316
9780763628956	A		4	0	24.00	3	23.14	0	1	50	38108	5	201304072316
9780763630010	A		5	0	15.99	2	15.99	0	3	3	474	8	201304072316
9780763631413	A		1	0	0.00	1	20.00	0	0	1	642	1	201304072316
9780763631437	A		2	1	0.00	2	23.57	0	1	19	24374	4	201304072316
9780763631611	A		4	0	0.00	4	25.72	0	0	2	1867	4	201304072316
